"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Classical.Mono","R-HSA-163210","Formation of ATP by chemiosmotic coupling","7/270","18/10856",1.37124329475897e-07,1.10696731431451e-05,8.51614256745043e-06,"517/514/10632/513/539/515/521",7
"Classical.Mono","R-HSA-611105","Respiratory electron transport","14/270","103/10856",2.35339334655189e-07,1.7415110764484e-05,1.33978270343174e-05,"1327/126328/54539/10975/4707/51079/4726/7388/1349/374291/4715/7384/1351/9167",14
"Classical.Mono","R-HSA-9707564","Cytoprotection by HMOX1","15/270","124/10856",4.1164183285326e-07,2.71250255906052e-05,2.08678776769829e-05,"1327/5699/645/5691/5698/114548/5721/5720/1349/5685/5696/5683/1351/9167/9978",15
"Classical.Mono","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","14/270","108/10856",4.27646799851884e-07,2.71250255906052e-05,2.08678776769829e-05,"3553/2353/9021/7076/948/5008/4170/3726/301/3576/7133/7422/1026/7040",14
"Classical.Mono","R-HSA-8949613","Cristae formation","8/270","31/10856",6.33752627341144e-07,3.75181555385957e-05,2.88635407118879e-05,"517/514/10632/513/539/440574/515/521",8
"Classical.Mono","R-HSA-180585","Vif-mediated degradation of APOBEC3G","10/270","54/10856",6.98911533647667e-07,3.84119389520787e-05,2.95511479135835e-05,"6923/5699/5691/5698/5721/5720/5685/5696/5683/9978",10
"Classical.Mono","R-HSA-983169","Class I MHC mediated antigen processing & presentation","27/270","377/10856",7.35363696154659e-07,3.84119389520787e-05,2.95511479135835e-05,"6279/6280/9021/948/1520/653361/1535/6923/4688/5699/7321/5691/54926/5698/1536/5721/929/8673/5720/5685/5696/26234/5683/7323/23480/7097/9978",27
"Classical.Mono","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)","12/270","83/10856",8.83182457463391e-07,4.3570334568194e-05,3.35196149060667e-05,"4792/5699/5691/805/5698/2280/5721/5720/5579/5685/5696/5683",12
"Classical.Mono","R-HSA-5607764","CLEC7A (Dectin-1) signaling","13/270","101/10856",1.2089511457666e-06,5.65025588126707e-05,4.34686589253477e-05,"3553/4792/29108/5699/7321/5691/805/5698/5721/5720/5685/5696/5683",13
"Classical.Mono","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases","7/270","24/10856",1.31191619498406e-06,5.82490790572924e-05,4.48122952918241e-05,"6279/6280/653361/1535/4688/1536/5579",7
"Classical.Mono","R-HSA-9020702","Interleukin-1 signaling","13/270","103/10856",1.51692198658796e-06,6.41441297185767e-05,4.93474871827362e-05,"6283/3553/4792/5699/5691/5698/5721/5720/5685/5696/11213/5683/9978",13
"Classical.Mono","R-HSA-4086400","PCP/CE pathway","12/270","92/10856",2.71192555961861e-06,0.000109463177133697,8.42124252723675e-05,"5699/5691/5698/1175/5721/5720/5579/5685/5216/5696/387/5683",12
"Classical.Mono","R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","9/270","51/10856",3.88392229812741e-06,0.000149953173945093,0.000115362268717835,"4946/5699/5691/5698/5721/5720/5685/5696/5683",9
"Classical.Mono","R-HSA-162909","Host Interactions of HIV factors","14/270","130/10856",4.10431349461979e-06,0.000151859599300932,0.000116828923596853,"8021/8905/6923/5699/293/5691/5698/1175/5721/5720/5685/5696/5683/9978",14
"Classical.Mono","R-HSA-2871837","FCERI mediated NF-kB activation","11/270","82/10856",5.38157390531671e-06,0.000186077670312347,0.000143153636833468,"4792/5699/7321/5691/5698/5721/5720/5685/5696/5683/2207",11
"Classical.Mono","R-HSA-1169091","Activation of NF-kappaB in B cells","10/270","67/10856",5.44822007671288e-06,0.000186077670312347,0.000143153636833468,"4792/5699/5691/5698/5721/5720/5579/5685/5696/5683",10
"Classical.Mono","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","14/270","134/10856",5.8706692742834e-06,0.000188266434178416,0.000144837500926733,"6813/7057/7076/948/1675/5265/5552/805/2316/5579/5216/7422/7040/334",14
"Classical.Mono","R-HSA-195253","Degradation of beta-catenin by the destruction complex","11/270","83/10856",6.06882815429431e-06,0.000188266434178416,0.000144837500926733,"5699/5691/5698/5721/5720/5685/5696/7091/5683/7090/9978",11
"Classical.Mono","R-HSA-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","9/270","54/10856",6.36035250602757e-06,0.000188266434178416,0.000144837500926733,"5699/5691/5698/5721/5720/5685/5696/5683/9978",9
"Classical.Mono","R-HSA-9604323","Negative regulation of NOTCH4 signaling","9/270","54/10856",6.36035250602757e-06,0.000188266434178416,0.000144837500926733,"5699/5691/5698/5721/5720/5685/5696/5683/9978",9
"Classical.Mono","R-HSA-8941858","Regulation of RUNX3 expression and activity","9/270","55/10856",7.44126192620079e-06,0.000213156148079558,0.000163985704248024,"5699/5691/5698/5721/5720/5685/5696/5683/7040",9
"Classical.Mono","R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","9/270","56/10856",8.67559048694162e-06,0.00024074763601263,0.000185212441645563,"5699/26986/5691/5698/5721/5720/5685/5696/5683",9
"Classical.Mono","R-HSA-4641258","Degradation of DVL","9/270","57/10856",1.00808392664406e-05,0.000263287802017625,0.000202553086189472,"5699/5691/5698/5721/5720/5685/5696/5683/9978",9
"Classical.Mono","R-HSA-8932339","ROS sensing by NFE2L2","9/270","57/10856",1.00808392664406e-05,0.000263287802017625,0.000202553086189472,"5699/5691/5698/5721/5720/5685/5696/5683/9978",9
"Classical.Mono","R-HSA-446652","Interleukin-1 family signaling","14/270","141/10856",1.0629421429108e-05,0.000265925581948036,0.000204582388198524,"6283/3553/4792/5699/5691/5698/834/5721/5720/5685/5696/11213/5683/9978",14
"Classical.Mono","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","11/270","88/10856",1.07807668357312e-05,0.000265925581948036,0.000204582388198524,"8021/7538/5699/26986/5691/5698/5721/5720/5685/5696/5683",11
"Classical.Mono","R-HSA-351202","Metabolism of polyamines","9/270","59/10856",1.34816776838452e-05,0.000323560264412285,0.000248922014703145,"4946/5699/5691/5698/5721/5720/5685/5696/5683",9
"Classical.Mono","R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21","9/270","60/10856",1.55200935345702e-05,0.000336142513626789,0.00025860181524868,"5699/5691/5698/5721/5720/5685/5696/5683/1026",9
"Classical.Mono","R-HSA-5610780","Degradation of GLI1 by the proteasome","9/270","60/10856",1.55200935345702e-05,0.000336142513626789,0.00025860181524868,"5699/5691/5698/5721/5720/5685/5696/5683/9978",9
"Classical.Mono","R-HSA-5610783","Degradation of GLI2 by the proteasome","9/270","60/10856",1.55200935345702e-05,0.000336142513626789,0.00025860181524868,"5699/5691/5698/5721/5720/5685/5696/5683/9978",9
"Classical.Mono","R-HSA-5610785","GLI3 is processed to GLI3R by the proteasome","9/270","60/10856",1.55200935345702e-05,0.000336142513626789,0.00025860181524868,"5699/5691/5698/5721/5720/5685/5696/5683/9978",9
"SPP1.TAM","R-HSA-6798695","Neutrophil degranulation","40/220","480/10856",1.22563131948858e-14,1.06017109135762e-11,9.49541738045892e-12,"1476/4282/2512/1509/2495/2171/3958/56729/968/4318/5329/226/967/199675/1508/6282/4257/25798/5315/10493/2207/302/84418/8566/23601/960/3916/8804/5223/8655/427/3074/290/6556/6515/2760/527/6386/5476/10383",40
"SPP1.TAM","R-HSA-3000480","Scavenging by Class A Receptors","7/220","19/10856",5.2282977183126e-08,2.2612387631702e-05,2.02527743193583e-05,"2512/8685/2495/348/4481/811/7184",7
"SPP1.TAM","R-HSA-380108","Chemokine receptors bind chemokines","10/220","59/10856",2.51242546546339e-07,7.24416009208611e-05,6.48822857045985e-05,"6347/6354/6374/6364/3576/6348/2921/2920/6349/6351",10
"SPP1.TAM","R-HSA-6783783","Interleukin-10 signaling","9/220","47/10856",3.41726379682519e-07,7.38983296063448e-05,6.61870040648248e-05,"6347/6364/3576/3557/7076/6348/2920/6349/6351",9
"SPP1.TAM","R-HSA-5661231","Metallothioneins bind metals","5/220","11/10856",1.3664363845505e-06,0.000236393494527236,0.000211725721900877,"4495/4501/4502/4494/4493",5
"SPP1.TAM","R-HSA-9020591","Interleukin-12 signaling","8/220","47/10856",3.98856878338753e-06,0.000532429434606182,0.000476870172035473,"4282/9446/5898/302/6648/654483/552900/5034",8
"SPP1.TAM","R-HSA-70263","Gluconeogenesis","7/220","34/10856",4.30867750548356e-06,0.000532429434606182,0.000476870172035473,"2203/226/2597/7167/2023/5230/5223",7
"SPP1.TAM","R-HSA-5660526","Response to metal ions","5/220","14/10856",5.63354226648261e-06,0.000609126757563432,0.000545564093175158,"4495/4501/4502/4494/4493",5
"SPP1.TAM","R-HSA-3299685","Detoxification of Reactive Oxygen Species","7/220","37/10856",7.83060631928058e-06,0.000752608274019745,0.000674073245729884,"7295/30001/475/5052/6648/4688/5034",7
"SPP1.TAM","R-HSA-8950505","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation","7/220","38/10856",9.43494762629484e-06,0.000816122969674504,0.000730960152942421,"4282/9446/5898/302/6648/654483/552900",7
"SPP1.TAM","R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance","9/220","70/10856",1.08885727635345e-05,0.000832840268865997,0.000745932994080163,"341/51129/344/4023/348/1175/3988/6646/5034",9
"SPP1.TAM","R-HSA-114608","Platelet degranulation ","12/220","129/10856",1.15538534409156e-05,0.000832840268865997,0.000745932994080163,"7076/226/967/928/801/2335/5054/308/808/2316/334/3309",12
"SPP1.TAM","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","12/220","134/10856",1.7025964595251e-05,0.00108571839383072,0.000972423167458972,"7076/226/967/928/801/2335/5054/308/808/2316/334/3309",12
"SPP1.TAM","R-HSA-447115","Interleukin-12 family signaling","8/220","57/10856",1.76109189001216e-05,0.00108571839383072,0.000972423167458972,"4282/9446/5898/302/6648/654483/552900/5034",8
"SPP1.TAM","R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","7/220","42/10856",1.88274865982206e-05,0.00108571839383072,0.000972423167458972,"2512/8685/2495/348/4481/811/7184",7
"SPP1.TAM","R-HSA-449147","Signaling by Interleukins","24/220","462/10856",2.13791971769433e-05,0.0011558128473785,0.00103520323172568,"6347/4282/6364/3576/3557/7076/6348/4318/9446/2920/7431/5898/3563/2335/6349/6351/302/6648/5688/654483/552900/7184/2885/5034",24
"SPP1.TAM","R-HSA-196854","Metabolism of vitamins and cofactors","14/220","190/10856",3.13995068139916e-05,0.0015976807878884,0.0014309620442785,"2644/6383/9446/801/344/54/4023/6385/348/8566/79001/808/6515/10588",14
"SPP1.TAM","R-HSA-8957275","Post-translational protein phosphorylation","10/220","108/10856",6.52057961203191e-05,0.00313350075800423,0.00280651847628976,"6696/7076/6383/3956/2335/348/7184/56975/334/5034",10
"SPP1.TAM","R-HSA-70171","Glycolysis","8/220","71/10856",8.8913802396329e-05,0.00392894969169822,0.00351896193865518,"226/2597/7167/2023/5230/5315/3099/5223",8
"SPP1.TAM","R-HSA-70326","Glucose metabolism","9/220","91/10856",9.08427674381092e-05,0.00392894969169822,0.00351896193865518,"2203/226/2597/7167/2023/5230/5315/3099/5223",9
"SPP1.TAM","R-HSA-1679131","Trafficking and processing of endosomal TLR","4/220","13/10856",0.000101639596999376,0.00399628415474821,0.00357927001873402,"1514/1508/5641/7184",4
"SPP1.TAM","R-HSA-75205","Dissolution of Fibrin Clot","4/220","13/10856",0.000101639596999376,0.00399628415474821,0.00357927001873402,"5329/6281/5054/302",4
"SPP1.TAM","R-HSA-2132295","MHC class II antigen presentation","10/220","123/10856",0.000194034551446632,0.00729738639136248,0.00653590068030762,"1514/1509/1508/10437/1175/84790/8655/5641/5476/10383",10
"SPP1.TAM","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","10/220","125/10856",0.000221485896478229,0.00798272085223615,0.0071497201670165,"6696/7076/6383/3956/2335/348/7184/56975/334/5034",10
"SPP1.TAM","R-HSA-76002","Platelet activation, signaling and aggregation","15/220","263/10856",0.000297167150964415,0.0102819834233688,0.00920905360462356,"7076/226/967/928/801/2335/2207/5054/308/808/2787/2316/2885/334/3309",15
"SPP1.TAM","R-HSA-71387","Metabolism of carbohydrates","16/220","295/10856",0.000330012239633351,0.0109792533570326,0.00983356309190876,"2203/6383/226/2597/7167/2023/801/5230/5315/3099/6385/960/808/5223/3074/7360",16
"SPP1.TAM","R-HSA-6806667","Metabolism of fat-soluble vitamins","6/220","48/10856",0.000389985875782494,0.0124939919463651,0.0111902379951624,"6383/344/4023/6385/348/79001",6
"SPP1.TAM","R-HSA-9711123","Cellular response to chemical stress","11/220","160/10856",0.000406830747437708,0.0125681641619149,0.0112566703050434,"7295/30001/475/5052/6648/5688/4688/1349/1351/51241/5034",11
"SPP1.TAM","R-HSA-8964043","Plasma lipoprotein clearance","5/220","33/10856",0.000487909759656326,0.0144379559668595,0.012931348453433,"341/348/1175/3988/6646",5
"SPP1.TAM","R-HSA-8963898","Plasma lipoprotein assembly","4/220","19/10856",0.000500738357232122,0.0144379559668595,0.012931348453433,"341/344/348/5034",4
"SPP1.TAM","R-HSA-909733","Interferon alpha/beta signaling","7/220","72/10856",0.000614797751769993,0.0171548404929369,0.0153647247980548,"2537/9636/1958/3429/3434/3437/4599",7
"SPP1.TAM","R-HSA-913531","Interferon Signaling","12/220","199/10856",0.000732648284265566,0.0193369816300334,0.0173191584784966,"2537/9636/4502/10437/1958/3429/3434/960/3437/2316/4599/9246",12
"SPP1.TAM","R-HSA-1222556","ROS and RNS production in phagocytes","5/220","36/10856",0.000737711437908788,0.0193369816300334,0.0173191584784966,"9296/4688/6556/9550/527",5
"SPP1.TAM","R-HSA-381183","ATF6 (ATF6-alpha) activates chaperone genes","3/220","10/10856",0.000886774248260507,0.0213072145762594,0.0190837966877115,"811/7184/3309",3
"SPP1.TAM","R-HSA-8963888","Chylomicron assembly","3/220","10/10856",0.000886774248260507,0.0213072145762594,0.0190837966877115,"344/348/5034",3
"SPP1.TAM","R-HSA-8963901","Chylomicron remodeling","3/220","10/10856",0.000886774248260507,0.0213072145762594,0.0190837966877115,"344/4023/348",3
"SPP1.TAM","R-HSA-1428517","The citric acid (TCA) cycle and respiratory electron transport","11/220","178/10856",0.000992528393615926,0.0232037043372372,0.0207823868478328,"3939/4708/10975/1349/1351/29796/4725/51241/522/27089/7416",11
"SPP1.TAM","R-HSA-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","9/220","127/10856",0.00109647136884999,0.0249591508961906,0.0223546517305704,"4708/10975/1349/1351/29796/4725/51241/522/27089",9
"SPP1.TAM","R-HSA-611105","Respiratory electron transport","8/220","103/10856",0.00114266895535306,0.0253438114456511,0.0226991727703063,"4708/10975/1349/1351/29796/4725/51241/27089",8
"SPP1.TAM","R-HSA-9663891","Selective autophagy","7/220","81/10856",0.00124475660258504,0.0266626388847044,0.0238803799441952,"123/7431/84790/8655/7416/401505/10383",7
"SPP1.TAM","R-HSA-5627123","RHO GTPases activate PAKs","4/220","24/10856",0.00126797634343774,0.0266626388847044,0.0238803799441952,"801/4637/808/2316",4
"SPP1.TAM","R-HSA-2187338","Visual phototransduction","8/220","105/10856",0.00129460211925732,0.0266626388847044,0.0238803799441952,"6383/801/344/4023/6385/348/808/9249",8
"FSIP2.TAM","R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA","35/511","244/10856",3.13789994036306e-09,3.7968589278393e-06,3.39553804072971e-06,"6432/3187/23524/5431/8106/3181/6430/9295/10772/6426/6427/55749/2521/6434/57187/9879/7536/6625/54883/11100/23350/6431/9877/3192/5903/3184/1655/7175/220988/23451/55339/7919/6429/10212/1994",35
"FSIP2.TAM","R-HSA-72163","mRNA Splicing - Major Pathway","29/511","183/10856",7.44984508265096e-09,4.50715627500383e-06,4.03075828682379e-06,"6432/3187/23524/5431/8106/3181/6430/9295/10772/6426/6427/55749/2521/6434/9879/7536/6625/54883/11100/23350/6431/3192/3184/1655/220988/23451/55339/6429/1994",29
"FSIP2.TAM","R-HSA-72172","mRNA Splicing","29/511","191/10856",2.00722508427698e-08,8.09580783991713e-06,7.24009609346221e-06,"6432/3187/23524/5431/8106/3181/6430/9295/10772/6426/6427/55749/2521/6434/9879/7536/6625/54883/11100/23350/6431/3192/3184/1655/220988/23451/55339/6429/1994",29
"FSIP2.TAM","R-HSA-9679506","SARS-CoV Infections","22/511","147/10856",1.34451275146219e-06,0.000406715107317312,0.000363726081185034,"54625/486/5926/481/6093/5349/51742/5925/3459/11320/3320/83666/3676/1108/476/1655/7316/3688/23476/2908/6184/5928",22
"FSIP2.TAM","R-HSA-72187","mRNA 3'-end processing","13/511","58/10856",2.15012798462867e-06,0.000520330972280139,0.000465332961725953,"6432/8106/6430/9295/6426/6427/57187/6431/9877/55339/7919/6429/10212",13
"FSIP2.TAM","R-HSA-9679191","Potential therapeutics for SARS","15/511","81/10856",4.61545475976336e-06,0.000930783376552278,0.000832401314567848,"486/5926/481/6093/5349/51742/3459/3320/3676/1108/476/3688/23476/2908/5928",15
"FSIP2.TAM","R-HSA-913531","Interferon Signaling","25/511","199/10856",6.83086483537334e-06,0.00118076377868596,0.00105595925575395,"3841/54739/115361/4261/10346/3837/1974/10475/3459/25939/8554/3838/6672/5610/5903/5770/10379/103/7316/81603/7175/8519/3437/5724/3434",25
"FSIP2.TAM","R-HSA-432722","Golgi Associated Vesicle Biogenesis","12/511","56/10856",8.71612995365458e-06,0.00131831465549026,0.00117897126215223,"26258/54885/2804/8907/286451/8301/162/9698/6844/51429/1785/1213",12
"FSIP2.TAM","R-HSA-73856","RNA Polymerase II Transcription Termination","13/511","67/10856",1.17189841403908e-05,0.0015755523122081,0.00140901937968675,"6432/8106/6430/9295/6426/6427/57187/6431/9877/55339/7919/6429/10212",13
"FSIP2.TAM","R-HSA-9012999","RHO GTPase cycle","41/511","443/10856",2.47955665954425e-05,0.00300026355804854,0.00268314131159104,"55704/55023/667/5295/11214/23380/57522/51347/57498/6093/23048/9497/4650/81704/3071/9235/121512/27/6434/9815/8301/3895/3320/393/55619/23129/752/23433/23075/57580/1445/11140/7456/23526/5058/3688/10928/56990/23191/7919/1213",41
"FSIP2.TAM","R-HSA-449147","Signaling by Interleukins","42/511","462/10856",3.01439728239569e-05,0.00331583701063526,0.00296535924048112,"4208/6352/3934/4205/5295/3725/3091/3181/3635/3687/1278/9235/920/1052/4478/2309/2162/3320/3575/3561/23765/6774/6844/11213/2185/26469/27250/84868/9987/240/3597/7316/1438/3688/6197/5594/3572/3684/5724/3146/5515/1441",42
"FSIP2.TAM","R-HSA-72202","Transport of Mature Transcript to Cytoplasm","14/511","84/10856",3.33394495811167e-05,0.0033617278327626,0.00300639948854281,"6432/6430/9295/6426/6427/57187/6431/9877/5903/7175/55339/7919/6429/10212",14
"FSIP2.TAM","R-HSA-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript","13/511","75/10856",4.14173830911773e-05,0.0035271718114094,0.00315435634808949,"6432/6430/9295/6426/6427/57187/6431/9877/5903/7175/7919/6429/10212",13
"FSIP2.TAM","R-HSA-373755","Semaphorin interactions","12/511","65/10856",4.27199498532545e-05,0.0035271718114094,0.00315435634808949,"9723/6093/5788/10398/3320/23129/4627/10507/8829/5058/3688/10154",12
"FSIP2.TAM","R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","14/511","86/10856",4.37252703893728e-05,0.0035271718114094,0.00315435634808949,"5295/9844/4650/3071/3709/10097/3320/122618/4627/7456/5058/23191/5594/10768",14
"FSIP2.TAM","R-HSA-6798695","Neutrophil degranulation","42/511","480/10856",7.29655053770837e-05,0.00551801634414196,0.00493477233734487,"3310/3303/8907/3304/718/5645/2934/3934/3837/3687/6093/3071/5912/5788/10097/138050/1778/3320/7097/55754/6590/10312/1654/9798/81619/6556/5328/8904/54918/23526/25840/8514/240/23191/5594/127829/3684/29952/102/5724/3146/5870",42
"FSIP2.TAM","R-HSA-199992","trans-Golgi Network Vesicle Budding","12/511","72/10856",0.000120727737047496,0.00859297422514532,0.00768471292166106,"26258/54885/2804/8907/286451/8301/162/9698/6844/51429/1785/1213",12
"FSIP2.TAM","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","15/511","108/10856",0.00015385036373734,0.00956202465151008,0.00855133653045008,"3934/5295/3091/3687/1278/1052/2309/2162/3320/3561/6774/240/3597/3688/3684",15
"FSIP2.TAM","R-HSA-9013149","RAC1 GTPase cycle","21/511","185/10856",0.000162279848952171,0.00956202465151008,0.00855133653045008,"5295/23380/57522/51347/4650/81704/3071/27/9815/3895/393/55619/752/23075/57580/7456/23526/5058/3688/10928/23191",21
"FSIP2.TAM","R-HSA-8856828","Clathrin-mediated endocytosis","18/511","146/10856",0.000167261818059412,0.00956202465151008,0.00855133653045008,"7018/50618/22848/23048/920/10097/156/8301/3575/3949/6844/51429/1785/1601/7316/30011/11252/1213",18
"FSIP2.TAM","R-HSA-416700","Other semaphorin interactions","6/511","19/10856",0.000169465676610481,0.00956202465151008,0.00855133653045008,"9723/5788/23129/10507/3688/10154",6
"FSIP2.TAM","R-HSA-9006931","Signaling by Nuclear Receptors","29/511","299/10856",0.00017385499366382,0.00956202465151008,0.00855133653045008,"10123/5295/5431/23112/3725/3727/2289/9611/861/7033/7031/2791/2309/3315/3320/3838/5885/5166/79718/1655/5360/4316/8202/59345/5594/10735/19/2771/1105",29
"FSIP2.TAM","R-HSA-8939211","ESR-mediated signaling","23/511","223/10856",0.000335920171176762,0.0176723220488644,0.0158043906622293,"5295/5431/23112/3725/3727/2289/861/7033/7031/2791/2309/3315/3320/3838/5885/1655/4316/8202/59345/5594/10735/2771/1105",23
"FSIP2.TAM","R-HSA-9013423","RAC3 GTPase cycle","13/511","94/10856",0.000435606940195715,0.021961849901534,0.0196405234439121,"5295/23380/51347/3071/9235/27/9815/55619/23075/57580/5058/3688/23191",13
"FSIP2.TAM","R-HSA-9013148","CDC42 GTPase cycle","18/511","159/10856",0.000483923877625933,0.0225336112709346,0.0201518507059772,"5295/23380/57522/23048/4650/81704/121512/9815/3895/393/55619/752/57580/7456/23526/5058/10928/56990",18
"FSIP2.TAM","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","10/511","61/10856",0.000505336584167053,0.0225336112709346,0.0201518507059772,"4208/6446/4205/3727/3398/1108/1785/6197/5594/5515",10
"FSIP2.TAM","R-HSA-2029482","Regulation of actin dynamics for phagocytic cup formation","10/511","61/10856",0.000505336584167053,0.0225336112709346,0.0201518507059772,"9844/4650/3071/10097/3320/4627/7456/5058/23191/5594",10
"FSIP2.TAM","R-HSA-194138","Signaling by VEGF","14/511","108/10856",0.000521438938500965,0.0225336112709346,0.0201518507059772,"5295/1500/9844/6093/3071/3709/3315/3320/2185/8829/5058/1495/23191/10768",14
"FSIP2.TAM","R-HSA-75153","Apoptotic execution phase","9/511","52/10856",0.000636042355231034,0.0263391891576686,0.0235551861279542,"5339/2934/1830/3837/6093/4000/6304/3148/3146",9
"FSIP2.TAM","R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","8/511","42/10856",0.000653037747710793,0.0263391891576686,0.0235551861279542,"23166/1277/1278/1281/81035/10808/6678/3320",8
"FSIP2.TAM","R-HSA-4420097","VEGFA-VEGFR2 Pathway","13/511","99/10856",0.000722180552194158,0.0281883376824171,0.0252088831122443,"5295/1500/9844/6093/3071/3709/3315/3320/2185/5058/1495/23191/10768",13
"FSIP2.TAM","R-HSA-2470946","Cohesin Loading onto Chromatin","4/511","10/10856",0.000811873555973913,0.0306989688352636,0.0274541452480652,"25836/5885/23063/10735",4
"FSIP2.TAM","R-HSA-187037","Signaling by NTRK1 (TRKA)","14/511","115/10856",0.00098331790471902,0.0360549898396974,0.0322440448501165,"4208/6446/4205/5295/3727/57498/3398/1108/6774/1785/6197/5594/5515/1213",14
"FSIP2.TAM","R-HSA-1839117","Signaling by cytosolic FGFR1 fusion mutants","5/511","18/10856",0.00116483181902592,0.041293554544592,0.0369289030638021,"9208/5295/11064/1523/6774",5
"FSIP2.TAM","R-HSA-111885","Opioid Signalling","12/511","92/10856",0.00121473503278873,0.041293554544592,0.0369289030638021,"113/2776/3709/156/2791/3838/5530/59345/5594/2771/10768/5515",12
"FSIP2.TAM","R-HSA-2468052","Establishment of Sister Chromatid Cohesion","4/511","11/10856",0.00122856856496307,0.041293554544592,0.0369289030638021,"157570/5885/23063/10735",4
"FSIP2.TAM","R-HSA-9635486","Infection with Mycobacterium tuberculosis","6/511","27/10856",0.00134111024409349,0.043857153650193,0.0392215345388416,"57674/3837/6421/7097/7316/5594",6
