"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"EHT_EC","GO:0009055","electron transfer activity","28/527","138/18337",2.56488745256618e-16,8.28458647178876e-14,6.70920559960732e-14,"1350/1340/4725/27089/1347/29796/1329/4694/1337/7388/51079/1345/1349/1327/56901/4697/1535/10975/4729/4710/4717/84419/4716/1346/4695/1351/4700/4707",28
"EHT_EC","GO:0004129","cytochrome-c oxidase activity","13/527","28/18337",1.99004680017947e-13,2.1426170548599e-11,1.73518115734947e-11,"1350/1340/1347/1329/1337/1345/1349/1327/56901/4697/84419/1346/1351",13
"EHT_EC","GO:0015002","heme-copper terminal oxidase activity","13/527","28/18337",1.99004680017947e-13,2.1426170548599e-11,1.73518115734947e-11,"1350/1340/1347/1329/1337/1345/1349/1327/56901/4697/84419/1346/1351",13
"EHT_EC","GO:0016675","oxidoreductase activity, acting on a heme group of donors","13/527","28/18337",1.99004680017947e-13,2.1426170548599e-11,1.73518115734947e-11,"1350/1340/1347/1329/1337/1345/1349/1327/56901/4697/84419/1346/1351",13
"EHT_EC","GO:0016676","oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor","13/527","28/18337",1.99004680017947e-13,2.1426170548599e-11,1.73518115734947e-11,"1350/1340/1347/1329/1337/1345/1349/1327/56901/4697/84419/1346/1351",13
"EHT_EC","GO:0005518","collagen binding","18/527","68/18337",4.51828262088193e-13,4.16972939012818e-11,3.37682174823807e-11,"2335/4060/1634/7045/1508/165/1311/1292/1513/960/5118/7057/5479/4015/1291/4921/84168/3688",18
"EHT_EC","GO:0015078","proton transmembrane transporter activity","23/527","124/18337",9.08145238308453e-13,7.33327279934076e-11,5.93879188735922e-11,"1350/1340/10632/521/1347/1329/1337/1345/1349/9551/514/1327/513/56901/527/4697/10476/8992/9550/84419/1346/1351/9296",23
"EHT_EC","GO:0045296","cadherin binding","37/527","332/18337",1.80098848928523e-12,1.29270951564251e-10,1.04689038499972e-10,"6282/226/3939/2023/800/3875/10399/1936/5315/3646/302/301/1938/1937/5093/4072/7534/79026/3309/2316/5901/1009/57142/26156/832/9588/5216/682/11315/3688/822/10562/3303/989/7430/3326/2810",37
"EHT_EC","GO:0002020","protease binding","22/527","131/18337",2.2476705266379e-11,1.45199516020809e-09,1.17588658077794e-09,"2335/7076/1277/1278/1281/5265/1476/3630/1311/5054/7316/1471/302/5660/7077/4035/11315/3688/7078/2152/1475/7341",22
"EHT_EC","GO:0061134","peptidase regulator activity","28/527","230/18337",1.21995527704252e-10,7.16446462699516e-09,5.80208394918787e-09,"2335/7076/6690/2597/6423/1293/5265/1476/10399/5054/25824/718/1471/6590/302/12/5037/5118/5176/330/10653/710/7077/2192/7078/5721/5720/1475",28
"EHT_EC","GO:0001968","fibronectin binding","11/527","28/18337",1.37420903411148e-10,7.39782530030015e-09,5.9910692101176e-09,"3488/6423/1490/151887/7422/1513/7057/6385/2192/3489/3688",11
"EHT_EC","GO:0004857","enzyme inhibitor activity","36/527","385/18337",5.38819067276066e-10,2.67751628815645e-08,2.16836499138627e-08,"7076/6690/2597/1293/5265/1476/4869/10399/3958/4946/5054/308/25824/3315/718/1471/6590/302/301/12/5037/5176/330/10653/93974/8655/10519/55450/710/7077/307/7009/341/7078/1475/2810",36
"EHT_EC","GO:0030020","extracellular matrix structural constituent conferring tensile strength","12/527","41/18337",1.03659090075337e-09,4.78312658490482e-08,3.87357652386785e-08,"1277/1278/1281/1293/1292/1290/1300/1301/1295/1289/1291/1303",12
"EHT_EC","GO:0051082","unfolded protein binding","19/527","120/18337",1.4749914769012e-09,6.1683803141838e-08,4.99541309458913e-08,"5204/4869/4666/3336/5478/3320/7184/3309/5479/10728/3313/6767/100131801/9804/3303/3998/821/3326/5203",19
"EHT_EC","GO:0061135","endopeptidase regulator activity","24/527","192/18337",1.52777221403933e-09,6.1683803141838e-08,4.99541309458913e-08,"7076/6690/2597/6423/1293/5265/1476/5054/25824/718/1471/6590/302/12/5037/5176/330/10653/710/7077/7078/5721/5720/1475",24
"EHT_EC","GO:0005539","glycosaminoglycan binding","26/527","228/18337",2.33581139055808e-09,8.8760832841207e-08,7.18822452698059e-08,"2335/3491/1634/6288/633/1490/7058/151887/1311/348/7422/1462/4316/960/5118/5478/1301/7057/10457/4192/1289/5967/2252/11167/5549/83716",26
"EHT_EC","GO:0005178","integrin binding","19/527","142/18337",2.56786847095723e-08,9.21579462354649e-07,7.46333701792832e-07,"2335/1281/3491/6423/1490/7045/1311/5034/4323/5478/7057/10457/1289/7077/11117/4240/3688/7103/7070",19
"EHT_EC","GO:0003954","NADH dehydrogenase activity","11/527","45/18337",4.17129755215452e-08,1.28317058032944e-06,1.03916535509814e-06,"4725/4694/51079/4697/4729/4710/4717/4716/4695/4700/4707",11
"EHT_EC","GO:0008137","NADH dehydrogenase (ubiquinone) activity","11/527","45/18337",4.17129755215452e-08,1.28317058032944e-06,1.03916535509814e-06,"4725/4694/51079/4697/4729/4710/4717/4716/4695/4700/4707",11
"EHT_EC","GO:0050136","NADH dehydrogenase (quinone) activity","11/527","45/18337",4.17129755215452e-08,1.28317058032944e-06,1.03916535509814e-06,"4725/4694/51079/4697/4729/4710/4717/4716/4695/4700/4707",11
"Venous_EC","GO:0019838","growth factor binding","9/123","137/18337",3.56611759605631e-07,7.18075722655443e-05,6.19564903067682e-05,"3554/1490/3490/7048/7049/3487/3491/1843/2022",9
"Venous_EC","GO:0032395","MHC class II receptor activity","4/123","10/18337",3.92391105276199e-07,7.18075722655443e-05,6.19564903067682e-05,"3122/3123/3113/3117",4
"Venous_EC","GO:0042605","peptide antigen binding","5/123","32/18337",2.17973501616049e-06,0.000227386071206947,0.000196191605873121,"3122/3123/3113/3115/3117",5
"Venous_EC","GO:0048185","activin binding","4/123","15/18337",2.48509367439287e-06,0.000227386071206947,0.000196191605873121,"2280/7048/7049/2022",4
"Venous_EC","GO:0005539","glycosaminoglycan binding","10/123","228/18337",3.19295296960496e-06,0.000233724157375083,0.000201660187553997,"10631/6403/1490/6368/145864/7048/7049/3491/23166/2022",10
"Venous_EC","GO:0023026","MHC class II protein complex binding","4/123","17/18337",4.28818924535026e-06,0.000261579543966366,0.000225694170807909,"972/3122/3123/3108",4
"Venous_EC","GO:0005178","integrin binding","8/123","142/18337",5.16424938092883e-06,0.000270016467631422,0.000232973656282504,"7450/8174/87/1490/7412/3383/3491/58494",8
"Venous_EC","GO:0005160","transforming growth factor beta receptor binding","4/123","24/18337",1.84621990713256e-05,0.000844645607513148,0.000728771015973381,"2280/7048/7049/2022",4
"Venous_EC","GO:0023023","MHC protein complex binding","4/123","26/18337",2.57068516445438e-05,0.00104541196687811,0.000901994794545396,"972/3122/3123/3108",4
"Venous_EC","GO:0019955","cytokine binding","7/123","136/18337",3.6731006523757e-05,0.00133789537208136,0.00115435321145933,"2532/972/3554/7048/7049/7132/2022",7
"Venous_EC","GO:0005520","insulin-like growth factor binding","4/123","29/18337",4.02099701991666e-05,0.00133789537208136,0.00115435321145933,"1490/3490/3487/3491",4
"Venous_EC","GO:0042277","peptide binding","10/123","315/18337",5.24832771670601e-05,0.00160073995359533,0.00138113887281737,"1191/972/3122/3123/3113/3115/1471/4792/3117/10268",10
"Venous_EC","GO:0033218","amide binding","11/123","391/18337",6.55566106309243e-05,0.00184567073007064,0.00159246827443541,"1191/972/3122/3123/3113/2280/3115/1471/4792/3117/10268",11
"Venous_EC","GO:0005024","transforming growth factor beta-activated receptor activity","3/123","13/18337",8.01970748574352e-05,0.00209658067127295,0.00180895657573162,"7048/7049/2022",3
"Venous_EC","GO:0005126","cytokine receptor binding","9/123","270/18337",8.6820885904392e-05,0.00211842961606716,0.00182780812430299,"6358/2280/90865/6386/6368/7048/7049/8835/2022",9
"Venous_EC","GO:0003746","translation elongation factor activity","3/123","19/18337",0.000263839331884868,0.00568030561587422,0.00490104022077155,"1915/1933/1937",3
"Venous_EC","GO:0004675","transmembrane receptor protein serine/threonine kinase activity","3/123","19/18337",0.000263839331884868,0.00568030561587422,0.00490104022077155,"7048/7049/2022",3
"Venous_EC","GO:0140375","immune receptor activity","6/123","136/18337",0.000311266521710345,0.00632908594144368,0.00546081617035693,"972/3122/3123/3113/3554/3117",6
"Venous_EC","GO:0050431","transforming growth factor beta binding","3/123","24/18337",0.000537769505266497,0.010359138890923,0.0089379973174487,"7048/7049/2022",3
"Venous_EC","GO:0090079","translation regulator activity, nucleic acid binding","5/123","108/18337",0.000804161959287783,0.0146098278904233,0.012605546065939,"1915/26986/1933/10209/1937",5
"Venous_EC","GO:0008201","heparin binding","6/123","164/18337",0.000838268813384944,0.0146098278904233,0.012605546065939,"10631/6403/1490/6368/7049/3491",6
"Arterial_EC","GO:0005178","integrin binding","12/125","142/18337",2.42575370119229e-10,7.3257761776007e-08,6.40909662104488e-08,"6387/3384/3481/10516/1490/928/58494/9636/3491/8425/977/7402",12
"Arterial_EC","GO:0097493","structural molecule activity conferring elasticity","3/125","11/18337",4.90277281338424e-05,0.0074031869482102,0.00647682092715497,"10516/2199/2006",3
"Arterial_EC","GO:0005201","extracellular matrix structural constituent","7/125","170/18337",0.000165707288373218,0.0166812003629039,0.0145938699584834,"4256/10516/3491/8425/2199/10875/2006",7
"Arterial_EC","GO:0051117","ATPase binding","5/125","85/18337",0.000288202437499194,0.0217592840311892,0.0190365294242889,"483/857/11345/5879/5962",5
"Arterial_EC","GO:0003779","actin binding","10/125","439/18337",0.000854747593171984,0.0499644323417967,0.0437123475698535,"9168/830/5962/83543/11170/11034/4131/5216/5358/7402",10
"Arterial_EC","GO:0005520","insulin-like growth factor binding","3/125","29/18337",0.000992670841227749,0.0499644323417967,0.0437123475698535,"3486/1490/3491",3
