"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Dysfunctional.CD8","R-HSA-162909","Host Interactions of HIV factors","13/215","130/10856",1.70622772184934e-06,7.98135412109527e-05,6.0067198161012e-05,"926/60489/3932/919/5721/5698/567/5720/3105/5699/5688/5687/5686",13
"Dysfunctional.CD8","R-HSA-5683057","MAPK family signaling cascades","21/215","325/10856",1.84016529516451e-06,8.15483778172905e-05,6.13728259107499e-05,"60/27040/3560/3561/801/5908/5721/5698/409/5720/64926/5594/71/2323/5699/5688/5687/10602/5686/8826/5778",21
"Dysfunctional.CD8","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","13/215","134/10856",2.40544676426061e-06,9.64469607384494e-05,7.25854111320747e-05,"27040/801/9402/3937/5721/5698/5720/5594/5699/5688/2207/5687/5686",13
"Dysfunctional.CD8","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","13/215","134/10856",2.40544676426061e-06,9.64469607384494e-05,7.25854111320747e-05,"1521/5216/967/1072/801/7114/5552/2316/928/7277/10487/83706/81",13
"Prolif.Lymph","R-HSA-69620","Cell Cycle Checkpoints","118/783","294/10856",1.95397508172325e-59,2.32523034725067e-56,1.50764603674015e-56,"11065/1063/332/983/9133/11130/991/9212/891/79019/4085/4176/63967/27338/6119/890/79682/57405/83540/51512/1058/4172/348235/5685/1062/5347/7533/55839/55143/5683/151246/64946/64105/151648/4174/57082/7531/10213/5690/51529/5702/8655/5984/5691/5982/4173/11004/5684/10403/5688/5983/23594/672/7979/1111/116028/5501/5694/5714/5687/23421/7334/699/147841/4175/5721/4171/580/5700/10971/5686/9088/1029/5689/7314/55055/10926/7529/7468/5713/25906/5715/22919/9184/11073/9861/5515/79023/7341/79980/54908/5695/10726/5698/9793/6117/5717/11243/1017/55920/5985/5705/55166/7324/5709/5710/6396/5708/5704/5696/5701/5693/51433/5518/5682/7465/5719/29086",118
"Prolif.Lymph","R-HSA-2555396","Mitotic Metaphase and Anaphase","105/783","237/10856",6.57666100344739e-58,3.9131132970512e-55,2.53720658711944e-55,"10376/11065/9232/1063/332/983/10383/9133/11130/991/9212/891/79019/4085/27338/5901/84790/79682/57405/83540/4001/1058/348235/5685/1062/5347/55839/55143/5683/7112/151246/64946/113130/64105/151648/57082/10213/5690/51529/5702/8655/7443/5691/26271/7280/11004/5684/5885/10403/5688/8815/7979/9126/5501/5694/5714/5687/23421/699/147841/5721/7329/5700/5686/8243/5689/7314/55055/5713/25906/5715/22919/9184/9861/5515/79023/7341/79980/54908/5695/10726/3930/5698/9793/5717/128866/11243/55920/5705/55166/7324/5709/1104/5710/6396/5708/7846/5704/5696/5701/5693/51433/5518/5682/5719",105
"Prolif.Lymph","R-HSA-68882","Mitotic Anaphase","104/783","236/10856",4.56187377536816e-57,1.80954326422937e-54,1.17328192187539e-54,"10376/11065/9232/1063/332/983/10383/9133/11130/991/9212/891/79019/4085/27338/5901/84790/79682/57405/83540/4001/1058/348235/5685/1062/5347/55839/55143/5683/7112/151246/64946/113130/64105/151648/57082/10213/5690/51529/5702/8655/7443/5691/7280/11004/5684/5885/10403/5688/8815/7979/9126/5501/5694/5714/5687/23421/699/147841/5721/7329/5700/5686/8243/5689/7314/55055/5713/25906/5715/22919/9184/9861/5515/79023/7341/79980/54908/5695/10726/3930/5698/9793/5717/128866/11243/55920/5705/55166/7324/5709/1104/5710/6396/5708/7846/5704/5696/5701/5693/51433/5518/5682/5719",104
"Prolif.Lymph","R-HSA-2467813","Separation of Sister Chromatids","91/783","191/10856",1.53812986119519e-53,4.57593633705569e-51,2.9669715480423e-51,"10376/11065/9232/1063/332/10383/11130/991/9212/79019/4085/27338/84790/79682/57405/83540/1058/348235/5685/1062/5347/55839/55143/5683/151246/64946/113130/64105/151648/57082/10213/5690/51529/5702/8655/5691/7280/11004/5684/5885/10403/5688/7979/9126/5501/5694/5714/5687/23421/699/147841/5721/5700/5686/8243/5689/7314/55055/5713/25906/5715/22919/9184/9861/5515/79023/79980/54908/5695/10726/5698/9793/5717/11243/55920/5705/55166/7324/5709/5710/6396/5708/7846/5704/5696/5701/5693/51433/5518/5682/5719",91
"Prolif.Lymph","R-HSA-68886","M Phase","131/783","418/10856",2.4203754726711e-51,5.76049362495723e-49,3.73502151887983e-49,"10376/203068/11065/9232/1063/332/983/10383/10051/9133/11130/991/9212/891/79019/4085/27338/5901/10592/84790/79682/57405/83540/4001/1058/348235/5685/1062/5347/55839/55143/5683/7112/151246/64946/6418/113130/64105/151648/115106/57082/7531/10213/3320/64151/5690/51529/5702/8655/7443/5691/9493/26271/440145/7280/11004/5684/5885/10403/5688/8815/7979/9126/5501/5694/5714/5687/4751/23421/7283/699/147841/5721/11258/7329/5700/9918/80097/5686/8243/29781/5689/7314/55055/23397/653784/9702/5713/25906/5715/54930/22919/9184/9861/5515/79023/7341/79980/1460/11064/54908/23310/5695/10726/3930/5698/9793/93323/5717/128866/11243/55920/5705/55166/7324/5709/1104/5710/6396/5708/2029/7846/5704/5696/5701/5693/51433/5518/5682/5719/10776",131
"Prolif.Lymph","R-HSA-69239","Synthesis of DNA","67/783","120/10856",2.46031851573485e-45,4.67671494174765e-43,3.03231495117296e-43,"11065/5111/4176/27338/6119/890/2237/4172/81620/51659/5685/5683/4174/9978/10213/5690/51529/5702/5984/5691/5982/4173/5684/5688/5983/23594/7979/5694/5714/5687/4175/5721/4171/3978/5700/5686/5689/7314/5713/25906/5715/5981/10714/9861/5425/57804/5695/5698/6117/5717/1017/5985/5705/7324/5709/5710/5708/56655/23649/54107/5704/5696/5701/5693/51433/5682/5719",67
"Prolif.Lymph","R-HSA-69306","DNA Replication","69/783","128/10856",2.75100878926333e-45,4.67671494174765e-43,3.03231495117296e-43,"11065/5111/4176/27338/6119/890/2237/4172/81620/51659/5685/51053/5683/4174/9978/10213/5690/51529/5702/5984/5691/5982/4173/5684/5688/5983/23594/7979/5694/5714/5687/4175/5721/4171/3978/5700/5686/5689/7314/10926/5713/25906/5715/5981/10714/9861/5425/57804/5695/5698/6117/5717/1017/5985/5705/7324/5709/5710/5708/56655/23649/54107/5704/5696/5701/5693/51433/5682/5719",69
"Prolif.Lymph","R-HSA-69242","S Phase","77/783","162/10856",3.26509512427507e-45,4.85682899735917e-43,3.14909832380741e-43,"11065/5111/1163/4176/27338/6119/890/2237/4172/81620/51659/5685/5683/113130/4174/9978/10213/5690/51529/5702/5984/5691/5982/4173/7027/5684/5885/5688/5983/23594/7979/9126/5694/5714/5687/1019/4175/5721/4171/3978/5700/994/5686/8243/5689/7314/5928/5713/25906/5715/5981/10714/9861/5425/57804/5695/5698/6117/5717/1017/5985/5705/7324/5709/5710/5708/56655/23649/54107/5704/5696/5701/5693/51433/5682/7465/5719",77
"Prolif.Lymph","R-HSA-453279","Mitotic G1 phase and G1/S transition","71/783","149/10856",8.1705161275465e-42,1.0803237990867e-39,7.00466470349893e-40,"5111/7298/6241/1163/7083/983/7153/891/4176/6119/890/1719/4172/81620/5685/4605/51053/5683/4174/10213/5690/3065/5702/5691/26271/4173/7027/5684/5688/23594/7979/5694/5714/5687/1031/1019/4175/5721/4171/5700/5686/1029/5689/7314/10926/5928/5713/5715/9861/5515/5695/5698/6117/5717/1017/5705/5709/5710/5708/56655/23649/54107/5704/5696/5701/5693/5518/5682/1032/7465/5719",71
"Prolif.Lymph","R-HSA-69206","G1/S Transition","66/783","131/10856",7.17124407103159e-41,8.53378044452759e-39,5.53318095164859e-39,"5111/7298/6241/1163/7083/983/891/4176/6119/890/1719/4172/81620/5685/51053/5683/4174/10213/5690/3065/5702/5691/26271/4173/7027/5684/5688/23594/7979/5694/5714/5687/1019/4175/5721/4171/5700/5686/5689/7314/10926/5928/5713/5715/9861/5515/5695/5698/6117/5717/1017/5705/5709/5710/5708/56655/23649/54107/5704/5696/5701/5693/5518/5682/7465/5719",66
"Prolif.Lymph","R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","52/783","88/10856",4.34200272463032e-37,4.30581936859174e-35,2.7918315764509e-35,"11065/9232/983/991/9212/891/4085/27338/890/5685/5347/6790/5683/10213/5690/51529/5702/5691/26271/5684/5688/7979/5694/5714/5687/4751/5721/5700/5686/5689/7314/5713/25906/5715/9184/9861/5695/5698/5717/1017/5705/7324/5709/5710/5708/5704/5696/5701/5693/51433/5682/5719",52
"Prolif.Lymph","R-HSA-453276","Regulation of mitotic cell cycle","52/783","88/10856",4.34200272463032e-37,4.30581936859174e-35,2.7918315764509e-35,"11065/9232/983/991/9212/891/4085/27338/890/5685/5347/6790/5683/10213/5690/51529/5702/5691/26271/5684/5688/7979/5694/5714/5687/4751/5721/5700/5686/5689/7314/5713/25906/5715/9184/9861/5695/5698/5717/1017/5705/7324/5709/5710/5708/5704/5696/5701/5693/51433/5682/5719",52
"Prolif.Lymph","R-HSA-69275","G2/M Transition","76/783","196/10856",6.24320396628734e-37,5.71493286144764e-35,3.70548057270334e-35,"10376/203068/1063/983/10383/9133/891/22974/890/84790/51512/3161/5685/4605/5347/6790/5683/115106/9978/7531/10213/3320/5690/5702/8655/5691/440145/7280/5684/5688/7979/5694/5714/5687/4751/7283/5721/11258/5700/994/80097/5686/3326/9088/5689/7314/5928/653784/9702/5713/5715/54930/22919/9861/5515/11064/5695/5698/9793/93323/5717/1017/5705/5709/5710/5708/7846/5704/5696/5701/5693/5518/5682/7465/4218/5719",76
"Prolif.Lymph","R-HSA-453274","Mitotic G2-G2/M phases","76/783","198/10856",1.44109487349872e-36,1.22493064247391e-34,7.94227475394408e-35,"10376/203068/1063/983/10383/9133/891/22974/890/84790/51512/3161/5685/4605/5347/6790/5683/115106/9978/7531/10213/3320/5690/5702/8655/5691/440145/7280/5684/5688/7979/5694/5714/5687/4751/7283/5721/11258/5700/994/80097/5686/3326/9088/5689/7314/5928/653784/9702/5713/5715/54930/22919/9861/5515/11064/5695/5698/9793/93323/5717/1017/5705/5709/5710/5708/7846/5704/5696/5701/5693/5518/5682/7465/4218/5719",76
"Prolif.Lymph","R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","48/783","77/10856",7.03637827403092e-36,5.58219343073119e-34,3.6194142279752e-34,"11065/9232/983/991/891/4085/27338/890/5685/5347/5683/10213/5690/51529/5702/5691/5684/5688/7979/5694/5714/5687/4751/5721/5700/5686/5689/7314/5713/25906/5715/9184/9861/5695/5698/5717/5705/7324/5709/5710/5708/5704/5696/5701/5693/51433/5682/5719",48
"Prolif.Lymph","R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","47/783","76/10856",6.43094905187208e-35,4.78301835732986e-33,3.10124056251463e-33,"11065/9232/983/991/891/4085/27338/890/5685/5683/10213/5690/51529/5702/5691/5684/5688/7979/5694/5714/5687/4751/5721/5700/5686/5689/7314/5713/25906/5715/9184/9861/5695/5698/5717/5705/7324/5709/5710/5708/5704/5696/5701/5693/51433/5682/5719",47
"Prolif.Lymph","R-HSA-69481","G2/M Checkpoints","68/783","168/10856",1.71057405227295e-34,1.19740183659106e-32,7.76378192146175e-33,"983/9133/891/4176/63967/6119/51512/4172/5685/7533/5683/4174/7531/10213/5690/5702/5984/5691/5982/4173/5684/5688/5983/23594/672/7979/1111/116028/5694/5714/5687/7334/4175/5721/4171/580/5700/10971/5686/9088/5689/7314/10926/7529/7468/5713/5715/11073/9861/7341/5695/5698/6117/5717/1017/5985/5705/5709/5710/5708/5704/5696/5701/5693/5682/7465/5719/29086",68
"Prolif.Lymph","R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","48/783","81/10856",2.17026507805644e-34,1.43478635715953e-32,9.30294913576238e-33,"11065/983/991/891/4085/27338/890/5685/5347/5683/10213/5690/51529/5702/5691/26271/5684/5688/7979/5694/5714/5687/5721/5700/5686/5689/7314/5713/25906/5715/9184/9861/5695/5698/5717/1017/5705/7324/5709/5710/5708/5704/5696/5701/5693/51433/5682/5719",48
"Prolif.Lymph","R-HSA-69002","DNA Replication Pre-Initiation","49/783","85/10856",2.78302370673531e-34,1.7430516900079e-32,1.13016973797063e-32,"4176/6119/4172/81620/5685/51053/5683/4174/10213/5690/5702/5691/4173/5684/5688/23594/7979/5694/5714/5687/4175/5721/4171/5700/5686/5689/7314/10926/5713/5715/9861/5695/5698/6117/5717/1017/5705/5709/5710/5708/56655/23649/54107/5704/5696/5701/5693/5682/5719",49
"Prolif.Lymph","R-HSA-68877","Mitotic Prometaphase","74/783","204/10856",1.10905807618156e-33,6.59889555328031e-32,4.27862931495309e-32,"10376/203068/1063/332/983/10383/10051/9133/11130/991/9212/891/79019/4085/10592/84790/79682/57405/83540/1058/348235/1062/5347/55839/55143/151246/64946/113130/64105/151648/115106/57082/7531/3320/64151/8655/440145/7280/11004/5885/10403/9126/5501/4751/23421/7283/699/147841/11258/9918/80097/8243/55055/23397/653784/9702/54930/22919/9184/5515/79023/79980/1460/11064/54908/10726/9793/93323/11243/55920/55166/6396/7846/5518",74
"T.Reg","R-HSA-449147","Signaling by Interleukins","37/282","462/10856",8.3906802367568e-10,8.06344370752328e-07,6.07661895040913e-07,"3559/10538/1846/9235/7133/2625/920/7850/6647/3561/3560/834/6095/4792/84868/3572/6364/6774/5062/5606/9446/5778/7979/79155/596/3688/5691/4170/3932/6772/5683/3566/6775/3726/5696/2534/5701",37
"T.Reg","R-HSA-909733","Interferon alpha/beta signaling","14/282","72/10856",3.5745254525646e-09,1.71755947995729e-06,1.2943544796655e-06,"2634/2537/3105/4938/9636/3455/25939/3134/684/6772/4599/5696/3106/10379",14
"T.Reg","R-HSA-164952","The role of Nef in HIV-1 replication and disease pathogenesis","9/282","28/10856",2.12391885229947e-08,6.80362005686596e-06,5.12721463291941e-06,"920/940/3105/919/5062/567/3932/5879/2534",9
"T.Reg","R-HSA-162909","Host Interactions of HIV factors","17/282","130/10856",4.01639328937301e-08,9.64938487771866e-06,7.27178574497009e-06,"920/940/3105/919/5062/7979/7175/5902/5691/6923/567/3932/5683/5696/5879/2534/5701",17
"T.Reg","R-HSA-202403","TCR signaling","16/282","120/10856",7.70134737953056e-08,1.48019896634577e-05,1.11547936781411e-05,"920/4792/915/919/2533/5062/27040/7979/5691/3932/5683/5788/3937/5696/3702/5701",16
"T.Reg","R-HSA-202433","Generation of second messenger molecules","9/282","34/10856",1.40642094656141e-07,2.2526175494092e-05,1.69757475655132e-05,"920/915/919/2533/5062/27040/3932/3937/3702",9
"T.Reg","R-HSA-388841","Costimulation by the CD28 family","12/282","69/10856",1.75878181119961e-07,2.41455617223261e-05,1.81961185880501e-05,"1493/29851/920/940/915/919/5062/117145/3932/5879/2534/5133",12
"T.Reg","R-HSA-913531","Interferon Signaling","20/282","199/10856",2.21959169252802e-07,2.66628452064929e-05,2.00931458481484e-05,"2634/2537/115362/3105/4938/9636/3455/25939/7175/4502/115361/567/3134/684/6772/7341/4599/5696/3106/10379",20
"T.Reg","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","14/282","102/10856",3.53679295608588e-07,3.77650892310948e-05,2.84598076466326e-05,"7293/8784/3604/330/7133/939/4050/970/8718/7979/5691/5683/5696/5701",14
"T.Reg","R-HSA-5357801","Programmed Cell Death","20/282","210/10856",5.3097316186587e-07,5.10265208553102e-05,3.84536353014441e-05,"5366/330/834/355/8837/6774/5062/27243/7979/596/5691/1499/7529/5683/8428/5696/54205/7531/7533/5701",20
"T.Reg","R-HSA-9711123","Cellular response to chemical stress","17/282","160/10856",8.41000641029318e-07,7.34728741844704e-05,5.53692288065235e-05,"6647/2876/475/6774/7001/7295/9377/7979/5052/5691/1351/5683/1329/5696/4689/54205/5701",17
"T.Reg","R-HSA-8877330","RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)","5/282","10/10856",2.58567090344554e-06,0.000207069144850931,0.00015604750715531,"8784/3559/1493/50943/865",5
"T.Reg","R-HSA-3299685","Detoxification of Reactive Oxygen Species","8/282","37/10856",3.76533425496068e-06,0.000251952430140386,0.000189871594212811,"6647/2876/475/7001/7295/5052/4689/54205",8
"T.Reg","R-HSA-877300","Interferon gamma signaling","12/282","91/10856",3.78367109552067e-06,0.000251952430140386,0.000189871594212811,"2634/115362/3105/4938/4502/115361/567/3134/6772/7341/3106/10379",12
"T.Reg","R-HSA-5683057","MAPK family signaling cascades","24/282","325/10856",3.93266019990196e-06,0.000251952430140386,0.000189871594212811,"3559/1846/3561/3560/80824/808/3572/10125/5062/8826/27040/5906/5778/7979/5691/7529/5683/3315/60/5696/5879/5500/2534/5701",24
"T.Reg","R-HSA-109581","Apoptosis","17/282","180/10856",4.31969464297539e-06,0.000259451659493709,0.000195523020682044,"5366/355/8837/6774/5062/7979/596/5691/1499/7529/5683/8428/5696/54205/7531/7533/5701",17
"T.Reg","R-HSA-5669034","TNFs bind their physiological receptors","7/282","29/10856",7.07950882220703e-06,0.000400200469302409,0.000301591459422813,"7293/8784/3604/7133/939/970/8718",7
"T.Reg","R-HSA-389359","CD28 dependent Vav1 pathway","5/282","12/10856",7.78534809798336e-06,0.000415651084564556,0.000313235057977342,"940/5062/3932/5879/2534",5
"T.Reg","R-HSA-4420097","VEGFA-VEGFR2 Pathway","12/282","99/10856",9.21468843200703e-06,0.000464163267479692,0.00034979388578348,"9047/8440/808/5062/26999/117145/1499/3315/60/4689/5879/2534",12
"T.Reg","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","14/282","134/10856",9.66000556669495e-06,0.000464163267479692,0.00034979388578348,"808/4792/10125/5062/27040/7979/5691/5683/3937/5696/3702/5879/2534/5701",14
"Early.CD8","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","22/141","132/10856",1.1143840384246e-18,8.09042811896257e-16,6.69803458884679e-16,"3820/120425/925/959/916/926/3821/10225/917/915/22914/10219/9976/4267/4068/8519/3824/3107/567/3133/29121/919",22
"Early.CD8","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains","7/141","22/10856",7.78182045469955e-09,2.82480082505594e-06,2.33864183138602e-06,"916/917/915/5788/3932/26191/919",7
"Early.CD8","R-HSA-2424491","DAP12 signaling","7/141","30/10856",8.51713166064534e-08,1.47927116921793e-05,1.22468296016158e-05,"5295/2534/22914/3824/3932/567/3133",7
"Early.CD8","R-HSA-2172127","DAP12 interactions","8/141","45/10856",9.53586315187815e-08,1.47927116921793e-05,1.22468296016158e-05,"5295/2534/22914/3824/3107/3932/567/3133",8
"Early.CD8","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","6/141","19/10856",1.01878179698205e-07,1.47927116921793e-05,1.22468296016158e-05,"916/917/915/3932/26191/919",6
"Early.CD8","R-HSA-202403","TCR signaling","11/141","120/10856",4.15987818000277e-07,5.03345259780336e-05,4.16717621189752e-05,"5295/916/50852/4792/917/915/5788/2533/3932/26191/919",11
"Early.CD8","R-HSA-388841","Costimulation by the CD28 family","8/141","69/10856",2.84589498165827e-06,0.000295159965240557,0.000244361809703289,"5295/916/2534/5527/917/915/3932/919",8
"Early.CD8","R-HSA-202433","Generation of second messenger molecules","6/141","34/10856",4.30181511414667e-06,0.00039038972160881,0.000323202161865493,"916/917/915/2533/3932/919",6
"Early.CD8","R-HSA-449147","Signaling by Interleukins","19/141","462/10856",7.91729368645565e-06,0.000638661690707422,0.000528745578358617,"3575/301/5295/6351/2534/6352/2353/3726/3725/4170/4792/27250/6095/3587/5775/3932/7431/3320/6844",19
"Early.CD8","R-HSA-389948","PD-1 signaling","5/141","23/10856",9.59547552825105e-06,0.000696631523351026,0.000576738581750669,"916/917/915/3932/919",5
"Early.CD8","R-HSA-164952","The role of Nef in HIV-1 replication and disease pathogenesis","5/141","28/10856",2.65990221775328e-05,0.00175553546371716,0.00145340111611208,"2534/926/3932/567/919",5
"Early.CD8","R-HSA-202424","Downstream TCR signaling","8/141","98/10856",3.90418902478568e-05,0.00236203435999534,0.00195551923960756,"5295/916/50852/4792/917/915/3932/919",8
"Early.CD8","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","8/141","108/10856",7.83281201754936e-05,0.00437432424980065,0.00362148636600865,"301/5295/2353/3726/4170/6095/7431/3320",8
"Early.CD8","R-HSA-9607240","FLT3 Signaling","5/141","38/10856",0.000122390929814183,0.00634684393179262,0.00525452788901491,"5295/2534/1027/6503/3932",5
"Early.CD8","R-HSA-1236977","Endosomal/Vacuolar pathway","3/141","11/10856",0.000327892153828645,0.0158699802453064,0.0131386961288531,"3107/567/3133",3
"Early.CD8","R-HSA-1474151","Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation","3/141","12/10856",0.000433039410562468,0.0166058203804491,0.0137478953707937,"2644/801/3320",3
"Early.CD8","R-HSA-2029481","FCGR activation","3/141","12/10856",0.000433039410562468,0.0166058203804491,0.0137478953707937,"2534/917/919",3
"Early.CD8","R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","7/141","106/10856",0.000448807165031277,0.0166058203804491,0.0137478953707937,"5295/374/2534/50852/5527/5305/3932",7
"Early.CD8","R-HSA-8856825","Cargo recognition for clathrin-mediated endocytosis","7/141","106/10856",0.000448807165031277,0.0166058203804491,0.0137478953707937,"3575/374/917/915/22848/409/6844",7
"Early.CD8","R-HSA-9009391","Extra-nuclear estrogen signaling","6/141","77/10856",0.000479963407464874,0.0166058203804491,0.0137478953707937,"5295/374/2353/1027/801/3320",6
"Early.CD8","R-HSA-5213460","RIPK1-mediated regulated necrosis","4/141","29/10856",0.000503206678195427,0.0166058203804491,0.0137478953707937,"6386/3320/841/8717",4
"Early.CD8","R-HSA-5675482","Regulation of necroptotic cell death","4/141","29/10856",0.000503206678195427,0.0166058203804491,0.0137478953707937,"6386/3320/841/8717",4
"Plasma","R-HSA-446203","Asparagine N-linked glycosylation","80/658","304/10856",1.03899427186827e-30,1.24887111478566e-27,1.11883277907499e-27,"3998/6400/6184/6480/3630/11014/6185/23243/966/10945/10972/54732/5265/821/84447/29880/10960/51128/10802/54187/378/79139/7316/2804/10959/11316/811/29925/9761/4121/79694/10956/26286/4758/8615/1522/22872/10905/1314/6396/5861/1650/3703/6675/5238/1603/27090/9695/23193/116150/22820/8655/51009/7841/4245/199857/54344/9871/2801/29926/55741/372/10113/90411/10282/2530/10342/8818/10195/51272/84061/23256/2923/9554/55577/22818/9570/4247/10383/8703",80
"Plasma","R-HSA-381119","Unfolded Protein Response (UPR)","33/658","94/10856",2.25733740100526e-17,1.35665977800416e-14,1.21539797959389e-14,"7494/9709/7184/64764/56005/4189/3309/468/10130/58477/84447/51726/37/5611/6745/27230/811/10525/55062/6734/4000/22872/2081/10897/8720/9695/6347/467/3576/10113/9570/10488/1649",33
"Plasma","R-HSA-948021","Transport to the Golgi and subsequent modification","46/658","185/10856",5.9599130979332e-17,2.3879385145719e-14,2.13929512252129e-14,"3998/6480/3630/11014/23243/966/10945/10972/54732/5265/10960/51128/10802/378/2804/10959/11316/4121/79694/26286/8615/1522/22872/10905/1314/6396/5861/22820/8655/4245/9871/2801/372/10113/90411/10282/2530/10342/51272/23256/9554/22818/9570/4247/10383/8703",46
